time,amplitude
1.209999999999999964e-01,9.987369566060174675e-01
1.219999999999999973e-01,9.992894726405892047e-01
1.229999999999999982e-01,9.996841892832999399e-01
1.239999999999999991e-01,9.999210442038161117e-01
1.250000000000000000e-01,1.000000000000000000e+00
1.260000000000000009e-01,9.999210442038161117e-01
1.270000000000000018e-01,9.996841892832999399e-01
1.280000000000000027e-01,9.992894726405892047e-01
1.290000000000000036e-01,9.987369566060174675e-01
1.300000000000000044e-01,9.980267284282715590e-01
1.310000000000000053e-01,9.971589002606139340e-01
1.320000000000000062e-01,9.961336091431725048e-01
1.330000000000000071e-01,9.949510169813001736e-01
1.340000000000000080e-01,9.936113105200083950e-01
1.350000000000000089e-01,9.921147013144777649e-01
1.360000000000000098e-01,9.904614256966511876e-01
1.370000000000000107e-01,9.886517447379139512e-01
1.380000000000000115e-01,9.866859442078680376e-01
1.390000000000000124e-01,9.845643345292053317e-01
1.400000000000000133e-01,9.822872507286886101e-01
1.410000000000000142e-01,9.798550523842468607e-01
1.420000000000000151e-01,9.772681235681933698e-01
1.430000000000000160e-01,9.745268727865771252e-01
1.440000000000000169e-01,9.716317329146738624e-01
1.449999999999999900e-01,9.685831611286311871e-01
1.459999999999999909e-01,9.653816388332739917e-01
1.469999999999999918e-01,9.620276715860859307e-01
1.479999999999999927e-01,9.585217890173759470e-01
1.489999999999999936e-01,9.548645447466430625e-01
1.499999999999999944e-01,9.510565162951536422e-01
1.509999999999999953e-01,9.470983049947443444e-01
1.519999999999999962e-01,9.429905358928645231e-01
1.529999999999999971e-01,9.387338576538741819e-01
1.539999999999999980e-01,9.343289424566121326e-01
1.549999999999999989e-01,9.297764858882513472e-01
1.559999999999999998e-01,9.250772068344580434e-01
1.570000000000000007e-01,9.202318473658703812e-01
1.580000000000000016e-01,9.152411726209176424e-01
1.590000000000000024e-01,9.101059706849956576e-01
1.600000000000000033e-01,9.048270524660194658e-01
1.610000000000000042e-01,8.994052515663711889e-01
1.620000000000000051e-01,8.938414241512638858e-01
1.630000000000000060e-01,8.881364488135445878e-01
1.640000000000000069e-01,8.822912264349532796e-01
1.650000000000000078e-01,8.763066800438634729e-01
1.660000000000000087e-01,8.701837546695256886e-01
1.670000000000000095e-01,8.639234171928353856e-01
1.680000000000000104e-01,8.575266561936522036e-01
1.690000000000000113e-01,8.509944817946917262e-01
1.700000000000000122e-01,8.443279255020149643e-01
1.710000000000000131e-01,8.375280400421417637e-01
1.720000000000000140e-01,8.305958991958126703e-01
1.730000000000000149e-01,8.235325976284273430e-01
1.740000000000000158e-01,8.163392507171838286e-01
1.750000000000000167e-01,8.090169943749474513e-01
1.759999999999999898e-01,8.015669848708768530e-01
1.769999999999999907e-01,7.939903986478354936e-01
1.779999999999999916e-01,7.862884321366190310e-01
1.789999999999999925e-01,7.784623015670234514e-01
1.799999999999999933e-01,7.705132427757892533e-01
1.809999999999999942e-01,7.624425110114481097e-01
1.819999999999999951e-01,7.542513807361039824e-01
1.829999999999999960e-01,7.459411454241822170e-01
1.839999999999999969e-01,7.375131173581739308e-01
1.849999999999999978e-01,7.289686274214114414e-01
1.859999999999999987e-01,7.203090248879070456e-01
1.869999999999999996e-01,7.115356772092854554e-01
1.880000000000000004e-01,7.026499697988491944e-01
1.890000000000000013e-01,6.936533058128049323e-01
1.900000000000000022e-01,6.845471059286888371e-01
1.910000000000000031e-01,6.753328081210245859e-01
1.920000000000000040e-01,6.660118674342516698e-01
1.930000000000000049e-01,6.565857557529564126e-01
1.940000000000000058e-01,6.470559615694442268e-01
1.950000000000000067e-01,6.374239897486898565e-01
1.960000000000000075e-01,6.276913612907005779e-01
1.970000000000000084e-01,6.178596130903343253e-01
1.980000000000000093e-01,6.079302976946052706e-01
1.990000000000000102e-01,5.979049830575187130e-01
2.000000000000000111e-01,5.877852522924732481e-01
2.010000000000000120e-01,5.775727034222676304e-01
2.020000000000000129e-01,5.672689491267564055e-01
2.030000000000000138e-01,5.568756164881878412e-01
2.040000000000000147e-01,5.463943467342692317e-01
2.050000000000000155e-01,5.358267949789966567e-01
2.060000000000000164e-01,5.251746299612956026e-01
2.070000000000000173e-01,5.144395337815063085e-01
2.080000000000000182e-01,5.036232016357605756e-01
2.089999999999999913e-01,4.927273415482916197e-01
2.099999999999999922e-01,4.817536741017156010e-01
2.109999999999999931e-01,4.707039321653327946e-01
2.119999999999999940e-01,4.595798606214879789e-01
2.129999999999999949e-01,4.483832160900322883e-01
2.139999999999999958e-01,4.371157666509328799e-01
2.149999999999999967e-01,4.257792915650728816e-01
2.159999999999999976e-01,4.143755809932843093e-01
2.169999999999999984e-01,4.029064357136627472e-01
2.179999999999999993e-01,3.913736668372023719e-01
2.190000000000000002e-01,3.797790955218013909e-01
2.200000000000000011e-01,3.681245526846781413e-01
2.210000000000000020e-01,3.564118787132508070e-01
2.220000000000000029e-01,3.446429231745170574e-01
2.230000000000000038e-01,3.328195445229865101e-01
2.240000000000000047e-01,3.209436098072097066e-01
2.250000000000000056e-01,3.090169943749475068e-01
2.260000000000000064e-01,2.970415815770349188e-01
2.270000000000000073e-01,2.850192624699760535e-01
2.280000000000000082e-01,2.729519355173250506e-01
2.290000000000000091e-01,2.608415062898970516e-01
2.300000000000000100e-01,2.486898871648548226e-01
2.310000000000000109e-01,2.364989970237245942e-01
2.320000000000000118e-01,2.242707609493810039e-01
2.330000000000000127e-01,2.120071099220547928e-01
2.340000000000000135e-01,1.997099805144070539e-01
2.350000000000000144e-01,1.873813145857245732e-01
2.360000000000000153e-01,1.750230589752758692e-01
2.370000000000000162e-01,1.626371651948833319e-01
2.380000000000000171e-01,1.502255891207571192e-01
2.390000000000000180e-01,1.377902906846380227e-01
2.399999999999999911e-01,1.253332335643045359e-01
2.409999999999999920e-01,1.128563848734818742e-01
2.419999999999999929e-01,1.003617148512149782e-01
2.429999999999999938e-01,8.785119655074315193e-02
2.439999999999999947e-01,7.532680552793304118e-02
2.449999999999999956e-01,6.279051952931358205e-02
2.459999999999999964e-01,5.024431817976966058e-02
2.469999999999999973e-01,3.769018266993453409e-02
2.479999999999999982e-01,2.513009544333781251e-02
2.489999999999999991e-01,1.256603988335283639e-02
2.500000000000000000e-01,1.224646799147353207e-16
2.510000000000000009e-01,-1.256603988335259180e-02
2.520000000000000018e-01,-2.513009544333756964e-02
2.530000000000000027e-01,-3.769018266993429123e-02
2.540000000000000036e-01,-5.024431817976941772e-02
2.550000000000000044e-01,-6.279051952931334613e-02
2.560000000000000053e-01,-7.532680552793279138e-02
2.570000000000000062e-01,-8.785119655074290212e-02
2.580000000000000071e-01,-1.003617148512147284e-01
2.590000000000000080e-01,-1.128563848734816383e-01
2.600000000000000089e-01,-1.253332335643042861e-01
2.610000000000000098e-01,-1.377902906846382169e-01
2.620000000000000107e-01,-1.502255891207568694e-01
2.630000000000000115e-01,-1.626371651948835262e-01
2.640000000000000124e-01,-1.750230589752760912e-01
2.650000000000000133e-01,-1.873813145857247675e-01
2.660000000000000142e-01,-1.997099805144072482e-01
2.670000000000000151e-01,-2.120071099220545430e-01
2.680000000000000160e-01,-2.242707609493811982e-01
2.690000000000000169e-01,-2.364989970237247885e-01
2.700000000000000178e-01,-2.486898871648550169e-01
2.710000000000000187e-01,-2.608415062898968295e-01
2.720000000000000195e-01,-2.729519355173252171e-01
2.730000000000000204e-01,-2.850192624699762201e-01
2.740000000000000213e-01,-2.970415815770350854e-01
2.750000000000000222e-01,-3.090169943749477288e-01
2.760000000000000231e-01,-3.209436098072094845e-01
2.770000000000000240e-01,-3.328195445229867322e-01
2.780000000000000249e-01,-3.446429231745172239e-01
2.790000000000000258e-01,-3.564118787132509736e-01
2.800000000000000266e-01,-3.681245526846783078e-01
2.810000000000000275e-01,-3.797790955218011688e-01
2.820000000000000284e-01,-3.913736668372025940e-01
2.830000000000000293e-01,-4.029064357136629138e-01
2.840000000000000302e-01,-4.143755809932844758e-01
2.850000000000000311e-01,-4.257792915650726595e-01
2.860000000000000320e-01,-4.371157666509330464e-01
2.870000000000000329e-01,-4.483832160900324548e-01
2.880000000000000338e-01,-4.595798606214881454e-01
2.889999999999999791e-01,-4.707039321653321839e-01
2.899999999999999800e-01,-4.817536741017149904e-01
2.909999999999999809e-01,-4.927273415482913976e-01
2.919999999999999818e-01,-5.036232016357603536e-01
2.929999999999999827e-01,-5.144395337815060865e-01
2.939999999999999836e-01,-5.251746299612953806e-01
2.949999999999999845e-01,-5.358267949789964346e-01
2.959999999999999853e-01,-5.463943467342690097e-01
2.969999999999999862e-01,-5.568756164881876192e-01
2.979999999999999871e-01,-5.672689491267561834e-01
2.989999999999999880e-01,-5.775727034222674083e-01
2.999999999999999889e-01,-5.877852522924730261e-01
3.009999999999999898e-01,-5.979049830575184910e-01
3.019999999999999907e-01,-6.079302976946050485e-01
3.029999999999999916e-01,-6.178596130903341033e-01
3.039999999999999925e-01,-6.276913612907003559e-01
3.049999999999999933e-01,-6.374239897486896345e-01
3.059999999999999942e-01,-6.470559615694440048e-01
3.069999999999999951e-01,-6.565857557529561905e-01
3.079999999999999960e-01,-6.660118674342514478e-01
3.089999999999999969e-01,-6.753328081210243639e-01
3.099999999999999978e-01,-6.845471059286887261e-01
3.109999999999999987e-01,-6.936533058128047102e-01
3.119999999999999996e-01,-7.026499697988490833e-01
3.130000000000000004e-01,-7.115356772092852333e-01
3.140000000000000013e-01,-7.203090248879069346e-01
3.150000000000000022e-01,-7.289686274214113304e-01
3.160000000000000031e-01,-7.375131173581737087e-01
3.170000000000000040e-01,-7.459411454241821060e-01
3.180000000000000049e-01,-7.542513807361037603e-01
3.190000000000000058e-01,-7.624425110114478876e-01
3.200000000000000067e-01,-7.705132427757893643e-01
3.210000000000000075e-01,-7.784623015670235624e-01
3.220000000000000084e-01,-7.862884321366185869e-01
3.230000000000000093e-01,-7.939903986478350495e-01
3.240000000000000102e-01,-8.015669848708764089e-01
3.250000000000000111e-01,-8.090169943749473402e-01
3.260000000000000120e-01,-8.163392507171839396e-01
3.270000000000000129e-01,-8.235325976284274541e-01
3.280000000000000138e-01,-8.305958991958127813e-01
3.290000000000000147e-01,-8.375280400421418747e-01
3.300000000000000155e-01,-8.443279255020152974e-01
3.310000000000000164e-01,-8.509944817946920592e-01
3.320000000000000173e-01,-8.575266561936520926e-01
3.330000000000000182e-01,-8.639234171928351635e-01
3.340000000000000191e-01,-8.701837546695255776e-01
3.350000000000000200e-01,-8.763066800438635839e-01
3.360000000000000209e-01,-8.822912264349533906e-01
3.370000000000000218e-01,-8.881364488135445878e-01
3.380000000000000226e-01,-8.938414241512638858e-01
3.390000000000000235e-01,-8.994052515663711889e-01
3.400000000000000244e-01,-9.048270524660197989e-01
3.410000000000000253e-01,-9.101059706849955466e-01
3.420000000000000262e-01,-9.152411726209175313e-01
3.430000000000000271e-01,-9.202318473658703812e-01
3.440000000000000280e-01,-9.250772068344580434e-01
3.450000000000000289e-01,-9.297764858882514583e-01
3.460000000000000298e-01,-9.343289424566121326e-01
3.470000000000000306e-01,-9.387338576538741819e-01
3.480000000000000315e-01,-9.429905358928646342e-01
3.490000000000000324e-01,-9.470983049947444554e-01
3.500000000000000333e-01,-9.510565162951535312e-01
3.510000000000000342e-01,-9.548645447466429514e-01
3.519999999999999796e-01,-9.585217890173756139e-01
3.529999999999999805e-01,-9.620276715860857086e-01
3.539999999999999813e-01,-9.653816388332737697e-01
3.549999999999999822e-01,-9.685831611286309650e-01
3.559999999999999831e-01,-9.716317329146738624e-01
3.569999999999999840e-01,-9.745268727865771252e-01
3.579999999999999849e-01,-9.772681235681933698e-01
3.589999999999999858e-01,-9.798550523842468607e-01
3.599999999999999867e-01,-9.822872507286887211e-01
3.609999999999999876e-01,-9.845643345292054427e-01
3.619999999999999885e-01,-9.866859442078679265e-01
3.629999999999999893e-01,-9.886517447379139512e-01
3.639999999999999902e-01,-9.904614256966511876e-01
3.649999999999999911e-01,-9.921147013144777649e-01
3.659999999999999920e-01,-9.936113105200083950e-01
3.669999999999999929e-01,-9.949510169813001736e-01
3.679999999999999938e-01,-9.961336091431725048e-01
3.689999999999999947e-01,-9.971589002606139340e-01
3.699999999999999956e-01,-9.980267284282715590e-01
3.709999999999999964e-01,-9.987369566060174675e-01
3.719999999999999973e-01,-9.992894726405892047e-01
3.729999999999999982e-01,-9.996841892832999399e-01
3.739999999999999991e-01,-9.999210442038161117e-01
3.750000000000000000e-01,-1.000000000000000000e+00
3.760000000000000009e-01,-9.999210442038161117e-01
3.770000000000000018e-01,-9.996841892832999399e-01
3.780000000000000027e-01,-9.992894726405892047e-01
3.790000000000000036e-01,-9.987369566060174675e-01
3.800000000000000044e-01,-9.980267284282715590e-01
3.810000000000000053e-01,-9.971589002606139340e-01
3.820000000000000062e-01,-9.961336091431725048e-01
3.830000000000000071e-01,-9.949510169813001736e-01
3.840000000000000080e-01,-9.936113105200083950e-01
3.850000000000000089e-01,-9.921147013144778759e-01
3.860000000000000098e-01,-9.904614256966511876e-01
3.870000000000000107e-01,-9.886517447379139512e-01
3.880000000000000115e-01,-9.866859442078680376e-01
3.890000000000000124e-01,-9.845643345292054427e-01
3.900000000000000133e-01,-9.822872507286887211e-01
3.910000000000000142e-01,-9.798550523842469717e-01
3.920000000000000151e-01,-9.772681235681934808e-01
3.930000000000000160e-01,-9.745268727865771252e-01
3.940000000000000169e-01,-9.716317329146739734e-01
3.950000000000000178e-01,-9.685831611286310761e-01
3.960000000000000187e-01,-9.653816388332737697e-01
3.970000000000000195e-01,-9.620276715860858197e-01
3.980000000000000204e-01,-9.585217890173757249e-01
3.990000000000000213e-01,-9.548645447466430625e-01
4.000000000000000222e-01,-9.510565162951536422e-01
4.010000000000000231e-01,-9.470983049947443444e-01
4.020000000000000240e-01,-9.429905358928644121e-01
4.030000000000000249e-01,-9.387338576538740709e-01
4.040000000000000258e-01,-9.343289424566120216e-01
4.050000000000000266e-01,-9.297764858882512362e-01
4.060000000000000275e-01,-9.250772068344579324e-01
4.070000000000000284e-01,-9.202318473658701592e-01
4.080000000000000293e-01,-9.152411726209176424e-01
4.090000000000000302e-01,-9.101059706849957687e-01
4.100000000000000311e-01,-9.048270524660195768e-01
4.110000000000000320e-01,-8.994052515663709668e-01
4.120000000000000329e-01,-8.938414241512636638e-01
4.130000000000000338e-01,-8.881364488135443658e-01
4.140000000000000346e-01,-8.822912264349530576e-01
4.150000000000000355e-01,-8.763066800438633619e-01
4.160000000000000364e-01,-8.701837546695253556e-01
4.169999999999999818e-01,-8.639234171928353856e-01
4.179999999999999827e-01,-8.575266561936523146e-01
4.189999999999999836e-01,-8.509944817946922813e-01
4.199999999999999845e-01,-8.443279255020155194e-01
4.209999999999999853e-01,-8.375280400421420968e-01
4.219999999999999862e-01,-8.305958991958128923e-01
4.229999999999999871e-01,-8.235325976284276761e-01
4.239999999999999880e-01,-8.163392507171841617e-01
4.249999999999999889e-01,-8.090169943749475623e-01
4.259999999999999898e-01,-8.015669848708766310e-01
4.269999999999999907e-01,-7.939903986478352715e-01
4.279999999999999916e-01,-7.862884321366188090e-01
4.289999999999999925e-01,-7.784623015670238955e-01
4.299999999999999933e-01,-7.705132427757895863e-01
4.309999999999999942e-01,-7.624425110114481097e-01
4.319999999999999951e-01,-7.542513807361040934e-01
4.329999999999999960e-01,-7.459411454241823280e-01
4.339999999999999969e-01,-7.375131173581740418e-01
4.349999999999999978e-01,-7.289686274214115524e-01
4.359999999999999987e-01,-7.203090248879068236e-01
4.369999999999999996e-01,-7.115356772092852333e-01
4.380000000000000004e-01,-7.026499697988496385e-01
4.390000000000000013e-01,-6.936533058128053764e-01
4.400000000000000022e-01,-6.845471059286889481e-01
4.410000000000000031e-01,-6.753328081210246969e-01
4.420000000000000040e-01,-6.660118674342517808e-01
4.430000000000000049e-01,-6.565857557529565236e-01
4.440000000000000058e-01,-6.470559615694443378e-01
4.450000000000000067e-01,-6.374239897486896345e-01
4.460000000000000075e-01,-6.276913612907002449e-01
4.470000000000000084e-01,-6.178596130903347694e-01
4.480000000000000093e-01,-6.079302976946057147e-01
4.490000000000000102e-01,-5.979049830575191571e-01
4.500000000000000111e-01,-5.877852522924733591e-01
4.510000000000000120e-01,-5.775727034222677414e-01
4.520000000000000129e-01,-5.672689491267565165e-01
4.530000000000000138e-01,-5.568756164881879522e-01
4.540000000000000147e-01,-5.463943467342688987e-01
4.550000000000000155e-01,-5.358267949789963236e-01
4.560000000000000164e-01,-5.251746299612953806e-01
4.570000000000000173e-01,-5.144395337815067526e-01
4.580000000000000182e-01,-5.036232016357610197e-01
4.590000000000000191e-01,-4.927273415482916752e-01
4.600000000000000200e-01,-4.817536741017153235e-01
4.610000000000000209e-01,-4.707039321653325170e-01
4.620000000000000218e-01,-4.595798606214877013e-01
4.630000000000000226e-01,-4.483832160900320107e-01
4.640000000000000235e-01,-4.371157666509325468e-01
4.650000000000000244e-01,-4.257792915650722154e-01
4.660000000000000253e-01,-4.143755809932844203e-01
4.670000000000000262e-01,-4.029064357136628582e-01
4.680000000000000271e-01,-3.913736668372024829e-01
4.690000000000000280e-01,-3.797790955218011133e-01
4.700000000000000289e-01,-3.681245526846778637e-01
4.710000000000000298e-01,-3.564118787132504740e-01
4.720000000000000306e-01,-3.446429231745167243e-01
4.730000000000000315e-01,-3.328195445229862326e-01
4.740000000000000324e-01,-3.209436098072089849e-01
4.750000000000000333e-01,-3.090169943749476178e-01
4.760000000000000342e-01,-2.970415815770350298e-01
4.770000000000000351e-01,-2.850192624699761645e-01
4.780000000000000360e-01,-2.729519355173251616e-01
4.790000000000000369e-01,-2.608415062898967740e-01
4.799999999999999822e-01,-2.486898871648553500e-01
4.809999999999999831e-01,-2.364989970237251493e-01
4.819999999999999840e-01,-2.242707609493815590e-01
4.829999999999999849e-01,-2.120071099220549038e-01
4.839999999999999858e-01,-1.997099805144071927e-01
4.849999999999999867e-01,-1.873813145857246842e-01
4.859999999999999876e-01,-1.750230589752760080e-01
4.869999999999999885e-01,-1.626371651948843311e-01
4.879999999999999893e-01,-1.502255891207576743e-01
4.889999999999999902e-01,-1.377902906846385778e-01
4.899999999999999911e-01,-1.253332335643046469e-01
4.909999999999999920e-01,-1.128563848734819991e-01
4.919999999999999929e-01,-1.003617148512150892e-01
4.929999999999999938e-01,-8.785119655074327683e-02
4.939999999999999947e-01,-7.532680552793272200e-02
4.949999999999999956e-01,-6.279051952931326286e-02
4.959999999999999964e-01,-5.024431817977022263e-02
4.969999999999999973e-01,-3.769018266993510308e-02
4.979999999999999982e-01,-2.513009544333793741e-02
4.989999999999999991e-01,-1.256603988335295956e-02
5.000000000000000000e-01,-2.449293598294706414e-16
5.010000000000000009e-01,1.256603988335246863e-02
5.020000000000000018e-01,2.513009544333744474e-02
5.030000000000000027e-01,3.769018266993461042e-02
5.040000000000000036e-01,5.024431817976973691e-02
5.050000000000000044e-01,6.279051952931277714e-02
5.060000000000000053e-01,7.532680552793222239e-02
5.070000000000000062e-01,8.785119655074279110e-02
5.080000000000000071e-01,1.003617148512146035e-01
5.090000000000000080e-01,1.128563848734815134e-01
5.100000000000000089e-01,1.253332335643041751e-01
5.110000000000000098e-01,1.377902906846381059e-01
5.120000000000000107e-01,1.502255891207572025e-01
5.130000000000000115e-01,1.626371651948838315e-01
5.140000000000000124e-01,1.750230589752755084e-01
5.150000000000000133e-01,1.873813145857242124e-01
5.160000000000000142e-01,1.997099805144066931e-01
5.170000000000000151e-01,2.120071099220544319e-01
5.180000000000000160e-01,2.242707609493810872e-01
5.190000000000000169e-01,2.364989970237246775e-01
5.200000000000000178e-01,2.486898871648548781e-01
5.210000000000000187e-01,2.608415062898971071e-01
5.220000000000000195e-01,2.729519355173255502e-01
5.230000000000000204e-01,2.850192624699765531e-01
5.240000000000000213e-01,2.970415815770345858e-01
5.250000000000000222e-01,3.090169943749471737e-01
5.260000000000000231e-01,3.209436098072093735e-01
5.270000000000000240e-01,3.328195445229866212e-01
5.280000000000000249e-01,3.446429231745171129e-01
5.290000000000000258e-01,3.564118787132508626e-01
5.300000000000000266e-01,3.681245526846781968e-01
5.310000000000000275e-01,3.797790955218014464e-01
5.320000000000000284e-01,3.913736668372028715e-01
5.330000000000000293e-01,4.029064357136624142e-01
5.340000000000000302e-01,4.143755809932839762e-01
5.350000000000000311e-01,4.257792915650725485e-01
5.360000000000000320e-01,4.371157666509329354e-01
5.370000000000000329e-01,4.483832160900323438e-01
5.380000000000000338e-01,4.595798606214880899e-01
5.390000000000000346e-01,4.707039321653328501e-01
5.400000000000000355e-01,4.817536741017156565e-01
5.410000000000000364e-01,4.927273415482920638e-01
5.420000000000000373e-01,5.036232016357606867e-01
5.430000000000000382e-01,5.144395337815063085e-01
5.440000000000000391e-01,5.251746299612957136e-01
5.450000000000000400e-01,5.358267949789966567e-01
5.460000000000000409e-01,5.463943467342692317e-01
5.470000000000000417e-01,5.568756164881882853e-01
5.480000000000000426e-01,5.672689491267568496e-01
5.490000000000000435e-01,5.775727034222679634e-01
5.500000000000000444e-01,5.877852522924735812e-01
5.510000000000000453e-01,5.979049830575194902e-01
5.520000000000000462e-01,6.079302976946053816e-01
5.530000000000000471e-01,6.178596130903344363e-01
5.540000000000000480e-01,6.276913612907005779e-01
5.550000000000000488e-01,6.374239897486898565e-01
5.560000000000000497e-01,6.470559615694445599e-01
5.570000000000000506e-01,6.565857557529567456e-01
5.580000000000000515e-01,6.660118674342520029e-01
5.590000000000000524e-01,6.753328081210249190e-01
5.600000000000000533e-01,6.845471059286892812e-01
5.610000000000000542e-01,6.936533058128049323e-01
5.620000000000000551e-01,7.026499697988493054e-01
5.630000000000000560e-01,7.115356772092854554e-01
5.640000000000000568e-01,7.203090248879071567e-01
5.650000000000000577e-01,7.289686274214117745e-01
5.660000000000000586e-01,7.375131173581742638e-01
5.670000000000000595e-01,7.459411454241825501e-01
5.680000000000000604e-01,7.542513807361043154e-01
5.690000000000000613e-01,7.624425110114484427e-01
5.700000000000000622e-01,7.705132427757892533e-01
5.710000000000000631e-01,7.784623015670235624e-01
